263797084673691648	neutral	@lala_cox There are going to be plenty of ups & downs for Boro,Cardiff,Leicester etc until May.I hope we are still in with a shout for promo
264162375182217217	negative	@joeeewilliams that sucks, amazon might have some left .. hate that i won't have it until 11am on Tuesday though
264253780797825026	neutral	Playing as the Browns HC K. Fri in #Madden13, XFacalac lost to the Ravens 21-28 on All-Madden #ConnectedCareers
263974210618146816	positive	#CFC @juanmata10 is the best of the Premier League! His overall EA Sports Player Performance Index score: 217. (1st place) #MataMagic
260193762398064640	negative	@rosanne_89 Nooooooooo rosanne! They've just restocked them and me going overseas Sunday means I can't afford them :'(
256237809147445248	neutral	The pain is far deeper than a Billy cundiff missed field goal. Gotta wake up and forget about it tomorrow. #Orioles #stayhungry
264198711113039872	positive	@grandvincenzo on November 16 be ready to head to the movies. Breaking Dawn: Part 2. (;
262977065568051201	neutral	after seeing @Iam_FaithReid's tweet about watching The Vow, I think I may need to watch it.
262068536187432960	positive	@jbmclendon And the same station that will air new episodes of COUGAR TOWN in January! @tbsveryfunny has been good to us, Jordan. #PennyCan
264215390773727232	neutral	Alex Poythress had 11 points and 7 rebounds in his debut with Kentucky during an exhibition game on Thursday. He played 28 minutes.
263391524769898496	neutral	If I can get my equipment working correctly we will have a live show on Friday at 6 pm CST with contactee Ray... http://t.co/9LVKwcYJ
260248287255343104	positive	Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo!  Don't miss tomorrow night... http://t.co/i9asnsET
256984347935141889	neutral	#Nationals 9th Inning had that "4th Quarter #Redskins" feel, didn't it?  Coulda swore I saw Cundiff shank one from the mound.
264150962204192769	positive	Why would you still wear shorts when it's this cold?!  I love how Britain see's a bit of sun and they're like 'OOOH LET'S STRIP!'
256416307182985217	positive	Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng
259452211883569152	neutral	JACKALS GOAL! Jimmy Martin sneaks a rebound past Killeen to give Elmira a 2-1 lead. Bushee & Bellamy with the assists.1:09 left 2nd period
263732569508552704	positive	Kick-off your weekend with service! EV!'s Get on the Bus trip to the Boys & Girls Club is Friday from 3-6! Hope to see you there :)
264222052129574912	positive	@nater0driguez Lmfao alright u got me there. Good job Parker and the spurs, see y'all jan 9th. If I get an extra ticket to that game ur goin
213342054351257601	negative	Desperation Day (February 13th)  the most well known day in all mens life.
255190216795639808	neutral	@SunnyClifford We have a similar circumstance in Australia. Jan 25 is Australia Day & many First peoples call it Invasion Day.
264135339327766529	neutral	paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is... http://t.co/jxxTNlu6
263079812954992640	neutral	#web Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of ...
264088457490604032	negative	@PaperChasinAL: Damn next Saturday tho Niggas was trynna get shit over with #early
263132960507703296	neutral	and the 4th one is for Harry Styles!! <33333
259022549604790273	neutral	Blog Post: MTV's "Teen Mom 2" Returns for an Intense Third Season with Chelsea, Jenelle, Kailyn and Leah on Monday,... http://t.co/mgMHsfvu
253050608322502657	neutral	The Business Leader's Award ceremony will be held during the @wef annual meeting in Davos on the  25 January 2013! http://t.co/YI4r8UFM
262999273275260928	positive	@elifyk1 Hi Elif  Greetings from USA midwest  How is school going?  Happy Turkish Republic Day!  I can't wait for Nov 8 #NewGlee Yes!
263919760503361536	positive	Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion
264203403473850368	neutral	@Jordon_Atkins me you and joe gone chill Saturday of i come tho
264242024453111809	negative	Obma fails 2unite us, he divides us by sex, color,party,age, wealth Nevada's 1st Latino governor votes early for Romney, predicts GOP win
256787668367704066	positive	Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle...
264187448853151744	neutral	Calling all voters, I'm calling on Nevada,Florida,Ohio,Tuesday night is the night u guys will i repeat will shine for the president lets go!
263865575313383424	neutral	We tallied up the votes and are announcing the winners for Calling All Communities! Tune in http://t.co/XmaXMLCQ on Nov 1st at 11am (CST)
259224351478521856	neutral	It's Radio 1 Rocks next -  week starting off with a Live lounge on @fearnecotton's show with Bullet for my Valentine on Monday
246760239221858306	positive	Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: http://t.co/LT9WUkOD
262862262270820352	neutral	@HotspurRelated im just a 19 year old still on loan for the 3rd time at coventry 79 overall hopefully when i return bale will still be ther
263494063251140609	negative	Halloween may be the second worst holiday, right after valentine's day
264084352340742145	positive	PUMPED to open the season tomorrow night against Georgetown!  Women's Preview: http://t.co/1k3PAK3C | Men's Preview: http://t.co/n5oFat9V
264160761117552640	negative	Just found a piece of candy that may have been injected with something. #Why
263319006063259649	neutral	Apple shakeup Mobile software boss eased out: Apple Inc. CEO Tim Cook on Monday pushed out the powerful head of the company's mo...
263799123847806976	neutral	Somehow I managed to "lose" my princess leia bra on Saturday. I'm going to Noel Gallagher as "Glock at Phish" ie jorts&tank. @custymcnoob
263924763423035392	neutral	@docbungle I may relent and get one myself, but I hope it doesn't come to that. Hopefully all the decent apps will get ported to android
264183514176552961	neutral	Android 4.2 Camera app with Photo Sphere now available for Galaxy Nexus: Introduced on Monday, Android 4.2 bring... http://t.co/yl8QQP0R
262575945741914113	positive	SAEED: #NowPlaying: BEP, Ricky Martin and KT Tunstall! Great songs to get you through your Sunday! Hate the rain!! http://t.co/c9PmolGw
263921038352580608	neutral	@juliecrawley25. @GininjaDesign. @Donna_Butlin. Nope, it's just Camden, eating Greek food with a pumpkin... Just another Wednesday.
263730342454771712	neutral	Are you ready to shop The New Collection from H&M tomorrow?? The Grey Concept from H&M http://t.co/jQE4RJYb #fashion #shopping #highstreet
263748118091276288	neutral	FAQ: What is 'skeuomorphic design' and the executive shakeup at Apple: SAN FRANCISCO, CA - MARCH 07:  Apple CEO ... http://t.co/YCvoPl98
263651627372777473	neutral	Fact of the day; Halloween night is Papa John's second busiest night of the year behind Super Bowl Sunday.
257369508086423553	positive	Omg. Ricky Martin may be gay but he is one fine ass gay man.
264249493787136000	positive	@lenakoncha the Clippers are playing the Cavaliers on Monday and are having a night to honor Israel! :) wish you were in LA STILL.
261434845773828096	negative	Noel Gallagher: "Musicians are fucking idiots." - Yeah, Brian May - he's an idiot... an idiot who just so happens to be a professor?
252798281413967872	neutral	Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. http://t.co/FmoCg7YK
264182638816919552	positive	@HOPE_forHippies Hell yea lmfaoo , & see you tomorrow Asia baby (;
264138191030874112	neutral	@Real_Liam_Payne I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!
263864248952836096	neutral	Its November already.. Christmas will be here soon, then New Year, then Valentine's day then GRADUATION?!?!
263972222677417985	positive	#NowPlaying Michael Jackson - She's Out of My Life (Live At Wembley July 16. http://t.co/vxRYuADn L.O.V.E it! #MjTunes
263867263474597888	negative	Niggas be on the LAKERS DICK...we still gon finish damn near first seed...while yo team be struggling for the 8th spot
240553933116944384	positive	@RediTlhabi @StevenB7777 OCTOBER  people have principles..& argue passionately for them, about them & ACT on them.  Ghandi, Sadat, ADT, me!
262661737994670080	neutral	I need another Viv necklace... May buy myself one for Valentines day #nojoke
246320271248744448	positive	I'm in the bathroom bumping "Niggas In Paris" Crunk ass hell like it's my 1st time hearing it this song will never get old lol
255690502970671104	neutral	Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself.
258695108529119232	positive	Welcome Nick J! :") "@nickjonas"  In Manila! So excited for the show on Friday.
261632295520333826	neutral	Battle for the 17th banner: Royal Rumble basketball edition
261184553337630720	positive	4th Album out #RED, #20MillionSwifties, 6 Grammy Awards, 10 AMAs, 13 BMI Awards! Reigning Entertainer of the Year ACM!  #6YearsTaylorSwift
226474708487532546	neutral	Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month, Ca... http://t.co/ctBrbIFt
247183266782789632	positive	It's midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! <333
251742524601925633	negative	Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the company's error-ridden new mobile map...
261706811453886464	neutral	Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://t.co/AErfHHuK #nba #playersnews
258989036205662208	neutral	When I teach a basketball in my own school, we're gonna spend the 1st day watching Larry Bird videos, & the rest will take care of itself.
264084748345962496	neutral	AT&T offers free cloud storage for iOS and Android AT&T on Thursday announced a new service it calls AT&T Locker th... http://t.co/7yoVkmMX
263794433596723200	positive	We are here @NBCofChicago for our 12th Anniversary celebration.  You still have time to make it - 6620 S. King Dr
237571817550786563	neutral	@KarimAndSugar I told you Shane would get his 5th-star on Rivals before Signing Day. @Taylor_McNeill7
263449315350032384	neutral	@mysticvalley Mitch are you free on Sunday to bale leaves for an hour?  If not no big deal  you can have them for animals
252330752665075712	positive	Love how I skipped every category of the NTA's besides the soaps. Couldn't give half a fuck if everything else went off the air tomorrow.
263610933568499712	negative	@starky88 @nfl_uk Was in on sat and they only had the Ray Lewis home jersey.  They didn't have a lot either.
262903244886507521	neutral	New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://t.co/yK9VTjcs
264240983032614912	neutral	C'mon c'mon does sound like Queen's we will rock you somehow...
250929234997039104	neutral	Mashed out to "Niggas In Paris" in the club while in Paris... as cliche as it may sound. #WeOutHere
264055660864487424	neutral	Pick the Chelsea team to play Swansea - Chelsea's focus now turns back to the Premier League and on Saturday we make... http://t.co/6Az8JiIz
247772918384320512	neutral	@MarkUkLeaf I just had a look and it seems Nash to Davos is a done deal along with Joe Thornton. I may have to pay a visit...
254032799680589826	positive	My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear
262206571201822721	positive	@ariaclemente Wow! you're also a percy jackson fan! :-) The 4th book of Heroes of Olympus will be entitled "House of Hades" @camphalfblood
264143294903246848	negative	Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. #AFRICA
263247166582173696	negative	@chrischris__  The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend
226238092191875072	negative	OBVIOUSLY, i am not a fan of Dream High 2 and i haven't even watched it! well, i watched the 1st ep,that's where i heard that song!^^
258887925075410944	positive	Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year, and to repeat the next yr
263530816162902016	positive	Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I've seen tonight.
246588959247974401	neutral	Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?
263753326422806528	neutral	Most common nights to order pizza: NYE, Jan 1, day before Thanksgiving, Super Bowl Sunday, Halloween. http://t.co/3j3QiL3j
257865075933728771	positive	The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by @shopbop! http://t.co/1RYso3ZZ
262380235985657856	neutral	HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN, Oct 28: A senior commander of the Islamic Revolution Gu... http://t.co/hbdrQP3P
263740861031010304	neutral	HT: Norwich 0-0 #Spurs. We've edged the 1st half without creating any clear cut chances. Bale's had a couple of decent long range efforts.
264226988879933440	positive	Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. #HighHopes
254600864868749313	positive	Breezin' won the Best Pop Instrumental Performance at the 19th Grammy Awards
248234871238037508	neutral	Pacino is going to play Joe Paterno.  This is the 2nd time he has starred in a film, that has the line 'say hello to my little friend- SNL
264161130585399297	negative	Not wearing make up to Dublin tomorrow until I'm getting ready for the party. Help.
263953741877764096	neutral	Snow may fall for parts of CNY the next few days. Find out where the best chances will be at 6:42 am on TV & online: http://t.co/F0Kb0gqD
263803288074477568	neutral	It seem like Austin Rivers is tryin to had to get a bucket. I feel em tho my 1st game in the league I was trying hard too
204001339599106048	neutral	Cofield draws leadoff walk in top 4th. Zaharion at the plate.
257332145687785472	neutral	@BieberGomezTour aww my celebrity day is this thursday also, going as Jennifer Hudson though :)
264235642039455744	positive	@MehDusta I MISS YOU AND I BETTER GET A JUGE KISS AND HUG TOMORROW NIGHT (because you WILL BE at joe's :))
263976883354480640	neutral	Sat down to watch Michael Jackson this is it on DVD xx
256395784038277120	neutral	On the set of the Axis of the Nigerian Economy, airing every tuesday 8:30pm on NTA international (DSTV) http://t.co/qFvON8Uj
261769579544584192	positive	Text from my dad: "you like Charles Dickens" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!
264167430564237312	negative	Upset alert in ACC men's soccer: #1 Maryland down 4-2 to Wake Forest late in the 2nd...AND down a man after an earlier red card.
262627821908815872	negative	really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick
258836119532228608	neutral	I may have missed out seeing Noel Fielding and Rich Fulcher today, but I did just see Tom Tilley! #samsimmons
258625516481953792	positive	Looper was amazing!!! Now to the theatre to see Simon Callow's 'The Mystery of Charles Dickens' ...loving my Wednesday off work :-)
255848522581164033	neutral	Negros and nigglettes, all who would like to attend the a$ap rocky concert on  November 17th at starland lemme know tickets are only 25
264105390818619394	positive	Wish Maddie luck next saturday, she has a solo audition for Britain's Got Talent! :) ~ Ellie xxxxx
241225651074527232	neutral	% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny
256018140318822400	negative	@MeganWitmer that's crazy. I'm more jealous of u going to Joe Pa's grave! I was sad Saturday when I walked past where the statue should be:(
263362769011748864	positive	Mizzou commemorates its win over Kentucky with a T-shirt. No, really. | Dr. Saturday - Yahoo! Sports http://t.co/2u46BvQ6 #fb
260036217008185344	neutral	@FruitPunchToday lol that was our only year we may have had a chance at the Superbowl. Now we must wait until Nick Foley
263706155778441216	neutral	@Vikingdane1 Thinking a bolt action .30-06 may have to be in the cards for Valentine's Day or something.
223045564571459584	positive	Happy Valentine's Day!!! @MAziing: Everyday is the 14th!
251954639119974401	neutral	I have to finish reading Paterno by tomorrow so I can watch football Sunday and Monday and prepare for the #NBA2k13 release #120pagesleft
263961750142062592	neutral	@xBecx92 it may be Indian time tonite Becky :-) xx
263704789186117635	positive	Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious
262778055402090496	neutral	@sumeetkulkarni Season ends with Superbowl in first week of February.
260799759097421824	neutral	@HilciaJSu Your review reminded me I still need 2 read the very 1st Percy Jackson book! Heroes of Olympus is an offshoot series from it?
260949777687117824	neutral	Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird
264209699732348928	negative	This Sunday New York Giants are going down. #Steelers
245532165637545985	negative	As an introduction to Literature we wrote about The Woman In Black, not something I particulalry want to read, may just cry #ShitMyself
264060311764619264	neutral	@Ilovedoobz: @Patty_flipping I did, the other new is in today, northern lights...... I get payed tomorrow!
264202743877615616	neutral	Just finished rehearsing with @DWHY - we are ready for the Kendrick Lamar show tomorrow, shout outs to WVU... http://t.co/d76r8YZH
262834360129036288	neutral	I posted 12 photos on Facebook in the album "Super Sunday wid Shobhit Bhatia......" http://t.co/9DYtiAxO
264215340576284672	neutral	I been watching "All-Access Kentucky" every wed and it has been making me like these young dudes on Kentucky.
263098506644955136	neutral	##$$## Black Friday Deals Nikon D3200 24.2 Megapixels Digital SLR Camera with 18-55mm NIKKOR VR Lens, Black & Nikon ... http://t.co/NPMjK8UC
228956189000597505	positive	Han mon dieu le remix de I am the best dans Dream High 2, je meurs XDDD
264203931645775873	neutral	You do not want to miss this tomorrow night.  RJ is moving to Maryland soon, and we have a truly epic set planned... http://t.co/NItJIA5v
260920467324555265	neutral	Don't forget Mitch Daniels is going to be on Steven Colbert's show Thursday.  Think this will come up as a topic?
264127995424423936	neutral	@BarackObama: I would think you would do that if you are running for POTUS. It may be part of your job someday.
263398004801798146	neutral	@kdbowe But how you gon handle it if you are announcing ON SUPER BOWL SUNDAY?!! You might put that gold back in yo grill.
263953846492094464	neutral	@Dapper_Dan1988 I have plans to go to CVS before work today and get something.  That may be what I get. I'm going to quarantine myself today
252650346873245696	neutral	iPhone 5: Apple CEO pledges to improve new map app: Apple CEO Tim Cook apologized on Friday for the company's er... http://t.co/7dzvgXNz
262497514995978241	neutral	Full Moon:Oct 29th. You can read more if you have your Sun Sign in Libra, Scorpio, Sag, Cap, Aqua or Pisces http://t.co/HNgb7Qn3
256787832453079043	neutral	Drew Peterson may be convicted, but there is still conflict going on http://t.co/lmqKV7XZ #whenwillitend #localnews #chicago
264067944458371072	neutral	@WFAN660 Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.
263918513083781122	negative	With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget 2nd place.
262954361427222531	negative	Police, protesters clash at Republic Day march in Turkey: On a day marking the 89th anniversary of the founding ... http://t.co/xewokaIE
263664302882443264	positive	I will be participating in a Google+ Hangout with @TheEconomist tomorrow!  I'm SUPER excited! Check it out: https://t.co/jvmZcqBa
264074076706983937	negative	@buckbelue8 why do you think Murray may leave? No way a team drafts him before the 5th or 6th round!
263795814470664192	positive	Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it's against my boys, LETS GO SPURS! #Spurs #NBA
260851260956221440	positive	@TeamStradley mines personal thinking Tebow is better then Flacco. I don't care how bad he played Sunday
263646437458452480	positive	@OilOnWhyte @albertaoilfire another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.
264187997887541250	negative	@politicalwire I'm still shaking my head at that decision and that the Heat & Knick are actually playing tomorrow at MSG.
264174898807717888	negative	the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina http://t.co/Hp4S2M5G
264245625682554880	positive	Wish I could make that trip to Athens on Tuesday @iCaptainMorgan
263186967615905792	neutral	Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday pushed out the powerful hea...
256416307182985217	neutral	Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng
262953053659996161	neutral	I'm hosting the Day party @ Spartacus Friday From 2-6 and then @ Spy in Raleigh that night!
263701469289644032	neutral	Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in NY with their game against the Steelers on Sunday
225956951136292864	neutral	@_AllBelongs2Me_ the McCormick Place....rite here by the hyatt hotel on like 23rd nd King Dr.
256340930414645248	positive	Fabio Capello: "From what I've seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow". #cantwait
264230079494770688	negative	Parker, Leonard steal OKC's thunder: Ninety minutes before tipoff Thursday night at the AT&T Center, Oklahoma Ci... http://t.co/NNjbPSWk
263191065086017537	positive	After watching the campaign again I have realized that Step Brothers is still the funniest Will Ferrell movie but this one is in 2nd place
264155231804346368	neutral	@_Sherwood12 he's on the plane to Amsterdam now, bet he's not in class tomorrow
264063574035533824	positive	@_bethanygarland I really wanna go to one of his things! Did you watch his new thing on channel 4 last Friday? xx
263640783863816192	negative	I -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. #callmecrazy #justsayin #donthateme
259535556055269376	neutral	Cold pizza and Mass Effect 3. I want my leg healed!! Going to look up some voodoo shit. I'll be walking, jumping and running tomorrow.
261545687106322432	positive	Remember Cupid at Convo last year with the bomb candy bar?? If you liked that, you'll LOVE next Tuesday's Tr http://t.co/af9hu4pU
263453340925583362	neutral	Channing tatum will be in white oak tomorrow...for all you stalkers out there
264152762026184704	neutral	@Brett_Elliott8 I fly that Saturday the 15th from Detroit to Amsterdam then up to Newcastle
261624197380460544	neutral	#hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00... http://t.co/XsbCPkVe
257315024354279424	positive	@Pastorjoshg @corylethgo @KevinCabe @kcabe21 I'd watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley
264096683766456320	negative	Stacie just hit me up and said my packages might be up here tomorrow if that's the case I'm not going to the rave in San Fran. #priorities
263773432750157824	neutral	Of course it's Aston Villa.  Played them off the park on Saturday.  Bring it on!
264169849067028480	negative	Give me 5 mins with Candy the dancer from Deja Vu I'm nutting on my 4th pump she that bad lol
264195024135286785	positive	@shootingrocks cof cof~  someone is going to Germany on november 30 ...oh I really envy you   :)  http://t.co/kZZoR8Az
263331726942691329	positive	Thank you snow for cancelling classes today. Now you may stop snowing, so that I can drive to Chapel Hill tomorrow. I'd really appreciate it
260232337051230208	positive	Chick in my class said Flacco is the best QB in the league. 1- why is a chick talkin football. 2. I cant wait for class tomorrow lol
264243566207975424	positive	#entrepreneur #angelinvestor pitch in on the new birthday party / Super Bowl Sunday treat http://t.co/HcU3990c
226345220239925249	positive	#OilersMobile: July 20: Sam Gagner | http://t.co/MisqEmgQ   @gagns89 nice to have you there for at least another year!
264188304747003904	positive	think i might go see flight tomorrow just because Denzel Washington ..
241625219050123264	neutral	Mohamed Nasheed's Press brief about CONI report - 31 Aug 2012: http://t.co/niN6zHhn via @youtube
264140484614684672	positive	I wish the best of luck to the boro football players and hope they kick butt Saturday for shaun #WinItForShaun
261563757212360706	neutral	Calling all reality TV fans: We're inviting LI reality TV stars to join a Google+ Hangout on Sunday and you can too. http://t.co/WzO0bhVm
256408189157916672	negative	Honesty is often best policy: Fabio Capello, Russia coach: "I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow."
263827115638652928	positive	Bestie we gotta go see "flight" with Denzel Washington, comes out Friday. Seems so good @Bsociallyactive
264221978607636480	neutral	Dinner in Athens with my friend, @stevebeuerlein. Preparing for our game on @SEConCBS this Saturday. #OleMiss #Georgia http://t.co/4QqWxtnd
264218982926655488	positive	@Yvette_Elena :) Most def, i think when you come tomorrow the boys will be here.
